time,cur_price,exe_quantity,short_lvl1_price,short_lvl1_quantity,long_lvl1_price,long_lvl1_quantity,long_or_short,All_short_quantity,All_long_quantity
[10:14:41-580806],00011895,000006,00011896,00058 ,00011894,000083,2,001755 ,0001679
[10:14:57-757140],00011896,000020,00011896,00027 ,00011895,000028,2,001721 ,0001694
[10:15:01-024793],00011896,000027,00011897,00070 ,00011896,000007,2,001676 ,0001703
[10:15:01-491385],00011896,000009,00011897,00080 ,00011895,000032,1,001697 ,0001660
[10:15:10-949189],00011896,000005,00011896,00039 ,00011895,000027,2,001788 ,0001657
[10:15:50-914603],00011895,000002,00011896,00047 ,00011895,000024,1,001736 ,0001628
[10:15:53-159764],00011896,000010,00011896,00042 ,00011895,000009,2,001731 ,0001613
[10:15:55-845165],00011895,000002,00011896,00036 ,00011895,000010,1,001725 ,0001614
[10:15:59-038300],00011895,000005,00011896,00036 ,00011895,000014,1,001825 ,0001618
[10:16:57-203622],00011895,000008,00011896,00046 ,00011895,000016,1,001725 ,0001610
[10:16:59-379023],00011895,000016,00011895,00034 ,00011894,000045,1,001760 ,0001594
[10:17:07-942078],00011895,000050,00011895,00006 ,00011894,000056,2,001663 ,0001643
[10:17:07-943702],00011895,000001,00011895,00005 ,00011894,000056,2,001662 ,0001643
[10:17:07-943930],00011895,000005,,,,,2,,
[10:17:09-030239],00011895,000001,00011895,00007 ,00011894,000063,1,001702 ,0001612
[10:17:09-144610],00011895,000006,00011895,00010 ,00011894,000056,2,001698 ,0001605
[10:17:54-206936],00011895,000003,00011895,00038 ,00011894,000058,2,001815 ,0001610
[10:17:57-370787],00011895,000001,00011895,00037 ,00011894,000058,2,001914 ,0001610
[10:17:58-904543],00011895,000030,00011895,00007 ,00011894,000058,2,001884 ,0001610
[10:17:58-906129],00011895,000006,00011895,00001 ,00011894,000058,2,001876 ,0001610
[10:17:58-908476],00011895,000001,00011896,00042 ,00011895,000002,2,001875 ,0001617
[10:17:59-025124],00011895,000001,00011895,00008 ,00011894,000063,2,001879 ,0001613
[10:18:00-808452],00011895,000003,00011895,00013 ,00011894,000063,2,001782 ,0001615
[10:18:02-570492],00011895,000004,00011895,00009 ,00011894,000063,2,001678 ,0001615
[10:18:05-632664],00011895,000009,00011896,00045 ,00011894,000063,2,001669 ,0001615
[10:18:06-761692],00011895,000007,00011895,00002 ,00011894,000063,2,001666 ,0001615
[10:20:13-863650],00011895,000020,00011895,00013 ,00011894,000073,2,001694 ,0001625
[10:20:13-872595],00011895,000001,00011895,00012 ,00011894,000073,2,001691 ,0001625
[10:20:13-876026],00011895,000001,00011895,00011 ,00011894,000073,2,001690 ,0001625
[10:20:17-376614],00011894,000001,00011895,00011 ,00011894,000072,1,001692 ,0001624
[10:20:23-051513],00011895,000011,00011896,00050 ,00011894,000082,2,001681 ,0001634
[10:20:34-153281],00011895,000010,00011895,00020 ,00011894,000072,2,001742 ,0001624
[10:21:19-164633],00011895,000016,00011896,00092 ,00011895,000014,2,001745 ,0001650
[10:21:19-165963],00011895,000001,00011896,00092 ,00011895,000013,1,001745 ,0001649
[10:21:19-167321],00011895,000002,00011896,00090 ,00011895,000011,1,001743 ,0001647
[10:21:19-169866],00011895,000002,00011896,00090 ,00011895,000009,1,001743 ,0001647
[10:21:19-171185],00011895,000002,00011896,00090 ,00011895,000007,1,001743 ,0001645
[10:21:19-172695],00011895,000001,00011896,00090 ,00011895,000006,1,001743 ,0001644
[10:21:19-173898],00011895,000006,,,,,1,,
[10:21:19-311112],00011895,000002,00011896,00090 ,00011894,000074,2,001743 ,0001636
[10:21:20-135064],00011895,000005,00011896,00092 ,00011895,000005,2,001747 ,0001631
[10:21:20-985916],00011895,000005,00011896,00090 ,00011894,000062,1,001745 ,0001622
[10:21:21-183872],00011895,000002,,,,,1,,
[10:21:21-251512],00011895,000002,00011895,00002 ,00011894,000065,1,001747 ,0001625
[10:21:28-759359],00011895,000008,00011895,00002 ,00011894,000065,2,001747 ,0001627
[10:21:35-000697],00011895,000003,00011896,00092 ,00011895,000007,2,001745 ,0001634
[10:21:45-611571],00011895,000020,00011896,00094 ,00011895,000018,1,001749 ,0001626
[10:21:45-613012],00011895,000001,00011896,00094 ,00011895,000017,1,001749 ,0001625
[10:21:47-590307],00011895,000005,00011896,00067 ,00011895,000012,1,001740 ,0001620
[10:21:47-590581],00011895,000001,00011896,00067 ,00011895,000011,1,001740 ,0001619
[10:21:47-592017],00011895,000003,00011896,00067 ,00011895,000008,1,001740 ,0001616
[10:21:47-594571],00011895,000002,00011896,00068 ,00011895,000006,1,001741 ,0001614
[10:21:47-595928],00011895,000006,00011896,00068 ,00011894,000048,1,001741 ,0001608
[10:21:47-742651],00011895,000003,00011895,00010 ,00011894,000046,2,001755 ,0001608
[10:21:56-364914],00011895,000020,00011895,00003 ,00011894,000046,2,001752 ,0001598
[10:21:56-367564],00011895,000003,00011896,00078 ,00011895,000002,2,001749 ,0001596
[10:21:56-370097],00011895,000002,00011895,00003 ,00011894,000043,1,001752 ,0001595
[10:22:03-047129],00011894,000041,00011894,00009 ,00011893,000039,1,001795 ,0001552
[10:22:16-571568],00011893,000001,00011894,00050 ,00011893,000027,1,001846 ,0001542
[10:22:17-183645],00011893,000001,00011894,00050 ,00011893,000026,1,001846 ,0001541
[10:22:18-726783],00011893,000027,00011893,00003 ,00011892,000087,1,001849 ,0001515
[10:22:20-179642],00011893,000003,,,,,2,,
[10:22:20-180504],00011894,000064,00011895,00062 ,00011894,000033,2,001796 ,0001546
[10:22:20-182007],00011894,000001,00011895,00062 ,00011894,000032,1,001796 ,0001545
[10:22:20-189898],00011894,000002,00011895,00060 ,00011894,000030,1,001794 ,0001553
[10:22:20-201171],00011894,000001,00011895,00058 ,00011894,000029,1,001792 ,0001560
[10:22:20-237455],00011894,000004,00011895,00057 ,00011894,000025,1,001791 ,0001556
[10:22:23-314696],00011894,000025,00011894,00015 ,00011893,000019,1,001805 ,0001531
[10:22:24-413835],00011894,000010,00011894,00006 ,00011893,000025,2,001796 ,0001537
[10:22:24-416495],00011894,000001,00011894,00004 ,00011893,000025,2,001794 ,0001539
[10:22:24-419014],00011894,000001,00011894,00003 ,00011893,000025,2,001791 ,0001539
[10:22:32-551342],00011893,000005,00011893,00002 ,00011892,000095,1,001901 ,0001523
[10:22:32-813024],00011893,000001,00011894,00071 ,00011893,000029,2,001899 ,0001552
[10:22:34-647684],00011893,000039,00011893,00011 ,00011892,000085,1,001917 ,0001513
[10:22:35-340953],00011893,000007,00011893,00004 ,00011892,000085,2,001901 ,0001513
[10:22:36-277072],00011892,000010,00011893,00014 ,00011892,000075,1,001901 ,0001503
[10:22:42-855953],00011892,000008,00011893,00040 ,00011892,000065,1,001956 ,0001495
[10:23:11-219515],00011892,000010,00011893,00054 ,00011892,000065,1,001953 ,0001525
[10:23:11-351765],00011892,000001,00011893,00057 ,00011892,000064,1,001956 ,0001524
[10:23:11-354312],00011892,000001,00011893,00057 ,00011892,000063,1,001956 ,0001523
[10:23:11-362532],00011892,000001,00011893,00057 ,00011892,000062,1,001956 ,0001522
[10:23:11-364326],00011892,000002,00011893,00057 ,00011892,000060,1,001956 ,0001520
[10:23:11-367938],00011892,000010,00011893,00058 ,00011892,000050,1,001957 ,0001510
[10:23:11-369363],00011892,000006,00011893,00058 ,00011892,000044,1,001957 ,0001504
[10:23:11-374738],00011892,000001,00011893,00058 ,00011892,000043,1,001957 ,0001503
[10:23:11-380238],00011892,000001,00011893,00058 ,00011892,000042,1,001957 ,0001502
[10:23:11-381628],00011892,000001,00011893,00058 ,00011892,000041,1,001957 ,0001501
[10:23:11-388685],00011892,000041,,,,,1,,
[10:23:11-427592],00011892,000002,00011892,00011 ,00011891,000121,2,001961 ,0001448
[10:23:12-590842],00011892,000010,00011892,00001 ,00011891,000130,2,001915 ,0001459
[10:23:12-592559],00011892,000001,00011893,00055 ,00011891,000130,2,001914 ,0001459
[10:23:19-371694],00011891,000001,00011892,00049 ,00011891,000120,1,001939 ,0001635
[10:23:22-605049],00011892,000001,00011892,00058 ,00011891,000123,2,001968 ,0001698
[10:23:22-809037],00011891,000010,00011892,00058 ,00011891,000113,1,001968 ,0001688
[10:23:25-549693],00011892,000051,00011893,00071 ,00011891,000123,2,001893 ,0001803
[10:23:25-600401],00011892,000002,00011893,00075 ,00011892,000003,1,001924 ,0001780
[10:23:28-555061],00011892,000020,00011893,00059 ,00011892,000010,1,001917 ,0001794
[10:23:57-912683],00011892,000001,00011893,00034 ,00011892,000039,1,001804 ,0001893
[10:24:06-864175],00011893,000001,00011893,00033 ,00011892,000049,2,001788 ,0001943
[10:24:21-245589],00011892,000050,00011893,00033 ,00011891,000152,1,001799 ,0001894
[10:24:21-259681],00011892,000001,00011893,00050 ,00011892,000002,1,001816 ,0001894
[10:24:23-552690],00011892,000017,00011892,00033 ,00011891,000170,1,001808 ,0001930
[10:24:28-230791],00011891,000001,00011892,00021 ,00011891,000127,1,001813 ,0001889
[10:24:32-513891],00011891,000001,00011892,00022 ,00011891,000108,1,001834 ,0001916
[10:24:51-357022],00011892,000007,00011892,00030 ,00011891,000108,2,001893 ,0001899
[10:24:53-434955],00011892,000021,00011893,00063 ,00011891,000108,2,001863 ,0001899
[10:24:53-436481],00011892,000001,00011892,00004 ,00011891,000108,2,001867 ,0001899
[10:24:53-443829],00011892,000002,00011892,00006 ,00011891,000123,2,001870 ,0001914
[10:24:53-445095],00011892,000001,00011892,00005 ,00011891,000123,2,001869 ,0001914
[10:24:53-446209],00011892,000005,00011893,00064 ,00011892,000003,2,001864 ,0001917
[10:24:54-041533],00011892,000005,00011892,00003 ,00011891,000119,2,001867 ,0001910
[10:24:54-347913],00011892,000002,00011892,00001 ,00011891,000114,2,001865 ,0001905
[10:24:54-349681],00011892,000001,00011893,00064 ,00011891,000114,2,001864 ,0001905
[10:25:00-073384],00011893,000011,00011893,00060 ,00011892,000009,2,001881 ,0001922
[10:25:00-082372],00011893,000001,00011893,00059 ,00011892,000015,2,001880 ,0001928
[10:25:03-940057],00011892,000005,00011893,00070 ,00011892,000004,2,001932 ,0001898
[10:25:05-479650],00011892,000001,00011893,00074 ,00011892,000008,1,001955 ,0001902
[10:25:05-481421],00011892,000001,00011893,00074 ,00011892,000007,1,001955 ,0001901
[10:25:05-483404],00011892,000001,00011893,00074 ,00011892,000006,1,001955 ,0001900
[10:25:30-313331],00011892,000020,00011893,00059 ,00011892,000007,1,002102 ,0001797
[10:25:30-433340],00011892,000001,00011893,00058 ,00011892,000009,1,002101 ,0001799
[10:25:34-822196],00011892,000002,00011893,00067 ,00011892,000008,1,002092 ,0001758
[10:25:50-321514],00011892,000010,00011893,00081 ,00011892,000008,1,002106 ,0001768
[10:25:52-699835],00011892,000008,00011892,00002 ,00011891,000114,1,002108 ,0001724
[10:26:14-849889],00011891,000009,00011892,00083 ,00011891,000099,1,002237 ,0001681
[10:26:15-655382],00011891,000099,00011891,00001 ,00011890,000203,1,002238 ,0001582
[10:26:19-087645],00011890,000001,00011891,00040 ,00011890,000200,1,002317 ,0001481
[10:26:22-001430],00011890,000002,00011891,00055 ,00011890,000198,1,002340 ,0001479
[10:26:33-306393],00011890,000009,00011891,00081 ,00011890,000189,1,002373 ,0001530
[10:26:35-656021],00011890,000009,00011891,00081 ,00011890,000180,1,002374 ,0001521
[10:26:35-656505],00011890,000009,00011891,00081 ,00011890,000171,1,002374 ,0001512
[10:26:37-610381],00011890,000009,00011891,00081 ,00011890,000162,1,002365 ,0001504
[10:26:38-946456],00011890,000009,00011891,00081 ,00011890,000153,1,002356 ,0001495
[10:26:39-979531],00011890,000009,00011891,00093 ,00011890,000144,1,002359 ,0001486
[10:26:39-981222],00011890,000001,00011891,00093 ,00011890,000143,1,002350 ,0001485
[10:26:45-821123],00011890,000001,00011891,00093 ,00011890,000142,1,002356 ,0001484
[10:26:54-476919],00011890,000020,00011891,00112 ,00011890,000122,1,002393 ,0001504
[10:26:54-478642],00011890,000005,00011891,00112 ,00011890,000117,1,002393 ,0001499
[10:26:54-982877],00011890,000009,00011891,00112 ,00011890,000108,1,002393 ,0001490
[10:26:56-096187],00011890,000010,00011891,00103 ,00011890,000098,1,002385 ,0001480
[10:26:57-027208],00011890,000017,00011891,00094 ,00011890,000081,1,002385 ,0001463
[10:26:57-862364],00011890,000020,00011891,00095 ,00011890,000061,1,002386 ,0001443
[10:26:57-864660],00011890,000020,00011891,00095 ,00011890,000041,1,002386 ,0001423
[10:26:57-866426],00011890,000004,00011891,00095 ,00011890,000037,1,002386 ,0001419
[10:26:57-866828],00011890,000001,00011891,00095 ,00011890,000036,1,002386 ,0001418
[10:26:57-868156],00011890,000005,00011891,00095 ,00011890,000031,1,002386 ,0001413
[10:26:57-869665],00011890,000001,00011891,00095 ,00011890,000030,1,002386 ,0001412
[10:26:57-871060],00011890,000005,00011891,00095 ,00011890,000025,1,002386 ,0001407
[10:26:57-872510],00011890,000006,00011891,00095 ,00011890,000019,1,002386 ,0001401
[10:26:57-875010],00011890,000001,00011891,00095 ,00011890,000018,1,002381 ,0001400
[10:26:57-879442],00011890,000009,00011891,00086 ,00011890,000009,1,002372 ,0001391
[10:26:57-881937],00011890,000003,00011891,00086 ,00011890,000006,1,002372 ,0001388
[10:26:58-569363],00011890,000006,00011890,00019 ,00011889,000043,1,002391 ,0001382
[10:26:58-574675],00011890,000013,00011890,00008 ,00011889,000060,2,002380 ,0001399
[10:26:58-575763],00011890,000005,00011890,00003 ,00011889,000060,2,002375 ,0001399
[10:26:58-576944],00011890,000001,00011890,00002 ,00011889,000060,2,002374 ,0001399
[10:26:58-578298],00011890,000002,00011891,00086 ,00011890,000001,2,002372 ,0001400
[10:26:58-775134],00011890,000005,00011891,00085 ,00011890,000020,1,002371 ,0001419
[10:26:58-958635],00011890,000020,00011890,00023 ,00011889,000060,1,002394 ,0001399
[10:27:01-355867],00011889,000010,00011890,00033 ,00011889,000043,1,002425 ,0001404
[10:27:04-890447],00011889,000030,00011890,00066 ,00011889,000001,1,002406 ,0001373
[10:27:04-892136],00011889,000001,00011890,00066 ,00011888,000063,1,002406 ,0001372
[10:27:04-900895],00011889,000001,00011889,00002 ,00011888,000075,2,002413 ,0001384
[10:27:04-902165],00011889,000001,00011889,00001 ,00011888,000075,2,002412 ,0001384
[10:27:04-904539],00011889,000001,,,,,2,,
[10:27:05-954576],00011889,000010,00011890,00080 ,00011889,000010,1,002412 ,0001376
[10:27:06-154182],00011889,000001,00011890,00085 ,00011889,000009,1,002417 ,0001375
[10:27:06-441762],00011889,000014,00011889,00006 ,00011888,000057,1,002432 ,0001368
[10:27:06-445196],00011889,000001,00011889,00005 ,00011888,000055,2,002431 ,0001366
[10:27:06-447087],00011889,000001,00011889,00004 ,00011888,000055,2,002430 ,0001366
[10:27:06-450067],00011889,000001,00011889,00003 ,00011888,000055,2,002429 ,0001366
[10:27:07-236617],00011889,000003,00011890,00093 ,00011889,000017,2,002425 ,0001383
[10:27:07-469037],00011889,000009,00011890,00093 ,00011889,000008,1,002425 ,0001376
[10:27:12-166438],00011889,000010,00011890,00066 ,00011889,000023,1,002412 ,0001397
[10:27:13-107779],00011889,000014,00011889,00036 ,00011888,000056,1,002384 ,0001374
[10:27:20-166819],00011888,000008,00011889,00037 ,00011888,000041,1,002416 ,0001368
[10:27:22-935388],00011889,000041,00011890,00122 ,00011889,000009,2,002388 ,0001369
[10:27:22-937815],00011889,000004,00011890,00122 ,00011889,000005,1,002388 ,0001374
[10:27:22-939708],00011889,000001,00011890,00122 ,00011889,000004,1,002388 ,0001373
[10:27:22-940671],00011889,000004,00011890,00122 ,00011888,000042,1,002388 ,0001369
[10:27:23-986556],00011889,000003,,,,,2,,
[10:27:23-989737],00011889,000001,00011890,00122 ,00011888,000049,2,002385 ,0001377
[10:27:24-878420],00011889,000009,00011890,00104 ,00011889,000001,1,002367 ,0001380
[10:27:24-879623],00011889,000001,00011890,00104 ,00011888,000051,1,002367 ,0001379
[10:27:25-347098],00011889,000001,00011890,00122 ,00011889,000019,1,002385 ,0001398
[10:27:26-998986],00011889,000005,00011890,00104 ,00011889,000015,1,002385 ,0001394
[10:27:27-358498],00011889,000001,00011890,00113 ,00011889,000014,1,002394 ,0001394
[10:27:27-358818],00011889,000003,00011890,00113 ,00011889,000011,1,002394 ,0001391
[10:27:27-360307],00011889,000001,00011890,00113 ,00011889,000010,1,002394 ,0001390
[10:27:27-361702],00011889,000001,00011890,00113 ,00011889,000009,1,002394 ,0001389
[10:27:27-363207],00011889,000001,00011890,00113 ,00011889,000008,1,002394 ,0001388
[10:27:27-423380],00011889,000008,00011889,00012 ,00011888,000051,1,002406 ,0001380
[10:27:27-449478],00011889,000004,00011889,00010 ,00011888,000051,2,002404 ,0001380
[10:27:27-452232],00011889,000003,00011889,00005 ,00011888,000051,2,002399 ,0001380
[10:27:27-453974],00011889,000004,00011889,00001 ,00011888,000051,2,002395 ,0001380
[10:27:27-455928],00011889,000001,00011890,00113 ,00011888,000051,2,002394 ,0001380
[10:27:31-396786],00011889,000018,00011890,00123 ,00011889,000011,1,002414 ,0001402
[10:27:34-398036],00011889,000020,00011890,00114 ,00011889,000006,1,002405 ,0001397
[10:27:34-673270],00011889,000005,00011890,00114 ,00011889,000001,1,002405 ,0001397
[10:27:35-028061],00011889,000001,00011889,00004 ,00011888,000061,1,002419 ,0001396
[10:27:35-029584],00011889,000001,00011889,00003 ,00011888,000061,2,002418 ,0001396
[10:27:35-029944],00011889,000003,00011890,00114 ,00011889,000005,2,002415 ,0001401
[10:27:36-138853],00011889,000010,00011889,00020 ,00011888,000063,1,002435 ,0001396
[10:27:36-164729],00011889,000001,00011889,00019 ,00011888,000070,2,002398 ,0001403
[10:27:36-165789],00011889,000009,00011889,00010 ,00011888,000070,2,002389 ,0001403
[10:27:36-167176],00011889,000010,00011890,00114 ,00011888,000070,2,002379 ,0001403
[10:27:38-454453],00011889,000001,00011890,00094 ,00011889,000018,1,002359 ,0001450
[10:27:50-057653],00011890,000001,00011890,00096 ,00011889,000039,2,002281 ,0001548
[10:27:58-129114],00011889,000001,00011890,00093 ,00011889,000034,1,002278 ,0001544
[10:27:59-541231],00011890,000030,00011890,00063 ,00011889,000064,2,002248 ,0001574
[10:27:59-543321],00011890,000023,00011890,00040 ,00011889,000064,2,002225 ,0001574
[10:27:59-545271],00011890,000002,00011890,00038 ,00011889,000065,2,002223 ,0001575
[10:27:59-546316],00011890,000030,00011890,00008 ,00011889,000065,2,002193 ,0001575
[10:27:59-547670],00011890,000005,00011890,00003 ,00011889,000065,2,002188 ,0001575
[10:27:59-549853],00011890,000003,,,,,2,,
[10:27:59-900695],00011890,000005,00011891,00144 ,00011890,000045,2,002221 ,0001581
[10:27:59-964474],00011890,000001,00011891,00144 ,00011890,000044,1,002221 ,0001582
[10:28:11-027266],00011891,000050,00011891,00069 ,00011890,000056,2,002037 ,0001741
[10:28:17-239683],00011890,000017,00011890,00003 ,00011889,000098,1,002002 ,0001690
[10:28:17-241425],00011890,000003,00011891,00033 ,00011889,000098,2,001999 ,0001690
[10:28:17-614654],00011891,000010,00011891,00028 ,00011890,000005,2,001996 ,0001695
[10:28:17-654042],00011890,000001,00011891,00028 ,00011890,000008,1,001996 ,0001698
[10:28:39-929334],00011891,000010,00011891,00018 ,00011890,000106,2,001998 ,0001742
[10:28:41-519229],00011890,000010,00011891,00018 ,00011890,000096,1,001998 ,0001735
[10:28:42-661688],00011891,000010,00011891,00017 ,00011890,000096,2,001997 ,0001735
[10:28:43-336821],00011891,000008,00011892,00123 ,00011891,000022,2,001980 ,0001732
[10:28:43-338206],00011891,000001,00011892,00123 ,00011891,000021,1,001980 ,0001731
[10:28:43-339565],00011891,000002,00011892,00121 ,00011891,000019,1,001978 ,0001729
[10:28:43-343274],00011891,000001,00011892,00121 ,00011891,000018,1,001978 ,0001730
[10:28:43-344510],00011891,000002,00011892,00121 ,00011891,000016,1,001978 ,0001728
[10:28:43-347017],00011891,000001,00011892,00121 ,00011891,000015,1,001978 ,0001727
[10:28:43-349571],00011891,000001,00011892,00121 ,00011891,000014,1,001978 ,0001724
[10:28:43-350799],00011891,000002,00011892,00121 ,00011891,000012,1,001978 ,0001722
[10:28:43-352262],00011891,000005,00011892,00121 ,00011891,000007,1,001978 ,0001717
[10:28:43-353690],00011891,000001,00011892,00121 ,00011891,000006,1,001978 ,0001716
[10:28:43-355017],00011891,000001,00011892,00121 ,00011891,000005,1,001978 ,0001715
[10:28:43-356574],00011891,000001,00011892,00121 ,00011891,000004,1,001978 ,0001714
[10:28:43-357838],00011891,000004,,,,,1,,
[10:28:43-865530],00011891,000003,00011892,00123 ,00011891,000002,2,001982 ,0001724
[10:28:44-349432],00011891,000003,00011892,00121 ,00011891,000004,1,001980 ,0001728
[10:29:08-275983],00011891,000020,00011892,00076 ,00011891,000033,1,001780 ,0001818
[10:29:44-678534],00011892,000004,00011892,00081 ,00011891,000045,2,001780 ,0001834
[10:29:44-680958],00011892,000002,00011892,00079 ,00011891,000049,2,001778 ,0001838
[10:29:44-682397],00011892,000044,00011892,00035 ,00011891,000049,2,001734 ,0001838
[10:29:44-689664],00011892,000005,00011892,00030 ,00011891,000049,2,001729 ,0001838
[10:29:44-696408],00011892,000001,00011892,00029 ,00011891,000050,2,001728 ,0001839
[10:29:44-701324],00011892,000004,00011892,00025 ,00011891,000048,2,001722 ,0001837
[10:29:44-702809],00011892,000006,00011892,00019 ,00011891,000048,2,001716 ,0001837
[10:29:44-704206],00011892,000001,00011892,00018 ,00011891,000048,2,001715 ,0001837
[10:29:44-705648],00011892,000003,00011892,00015 ,00011891,000048,2,001712 ,0001837
[10:29:44-708522],00011892,000001,00011892,00014 ,00011891,000048,2,001711 ,0001837
[10:29:44-710044],00011892,000005,00011892,00009 ,00011891,000048,2,001706 ,0001837
[10:29:44-711426],00011892,000007,00011892,00002 ,00011891,000048,2,001699 ,0001837
[10:29:44-712915],00011892,000002,00011893,00109 ,00011892,000003,2,001697 ,0001840
[10:29:44-724699],00011892,000001,00011893,00109 ,00011892,000014,1,001697 ,0001847
[10:29:44-725948],00011892,000003,00011893,00109 ,00011892,000011,1,001697 ,0001844
[10:29:44-727090],00011892,000001,00011893,00109 ,00011892,000010,1,001697 ,0001843
[10:29:44-728665],00011892,000002,00011893,00109 ,00011892,000008,1,001697 ,0001841
[10:29:44-729659],00011892,000008,00011893,00109 ,00011891,000044,1,001697 ,0001833
[10:29:44-747237],00011892,000005,00011892,00002 ,00011891,000058,2,001699 ,0001847
[10:29:44-825377],00011892,000002,00011893,00109 ,00011892,000025,1,001699 ,0001850
[10:29:44-830307],00011892,000004,00011893,00109 ,00011892,000021,1,001699 ,0001848
[10:29:44-832852],00011892,000001,00011893,00109 ,00011892,000020,1,001699 ,0001847
[10:29:44-834182],00011892,000002,00011893,00109 ,00011892,000018,1,001699 ,0001845
[10:29:45-183612],00011892,000006,00011893,00109 ,00011892,000023,1,001699 ,0001829
[10:29:45-301805],00011892,000006,00011893,00109 ,00011892,000017,1,001699 ,0001819
[10:29:45-304556],00011892,000005,00011893,00109 ,00011892,000012,1,001699 ,0001816
[10:29:45-305992],00011892,000006,00011893,00109 ,00011892,000006,1,001699 ,0001810
[10:29:45-307403],00011892,000001,00011893,00109 ,00011892,000005,1,001699 ,0001809
[10:29:45-309009],00011892,000005,00011893,00109 ,00011891,000025,1,001699 ,0001804
[10:29:46-011049],00011892,000003,,,,,1,,
[10:29:46-011426],00011891,000029,00011891,00018 ,00011890,000109,1,001711 ,0001777
[10:29:46-013181],00011891,000001,00011891,00017 ,00011890,000109,2,001710 ,0001777
[10:29:46-015049],00011891,000002,00011891,00015 ,00011890,000109,2,001710 ,0001777
[10:29:46-016284],00011891,000011,00011891,00004 ,00011890,000109,2,001699 ,0001777
[10:29:46-025192],00011891,000001,00011891,00003 ,00011890,000111,2,001698 ,0001779
[10:29:46-025555],00011891,000002,00011891,00001 ,00011890,000111,2,001696 ,0001779
[10:29:46-031520],00011891,000001,00011892,00005 ,00011890,000114,2,001700 ,0001782
[10:29:46-493801],00011892,000001,00011892,00018 ,00011891,000057,2,001711 ,0001823
[10:29:46-496519],00011892,000001,00011892,00004 ,00011891,000057,2,001697 ,0001823
[10:29:46-499168],00011892,000001,00011892,00003 ,00011891,000062,2,001696 ,0001828
[10:29:47-713532],00011892,000001,00011892,00004 ,00011891,000057,2,001699 ,0001823
[10:29:49-640212],00011892,000014,00011893,00085 ,00011892,000036,2,001703 ,0001879
[10:29:51-367705],00011893,000010,00011893,00072 ,00011892,000083,2,001689 ,0001899
[10:29:51-997838],00011893,000020,00011893,00021 ,00011892,000083,2,001638 ,0001899
[10:29:51-999610],00011893,000001,00011893,00020 ,00011892,000083,2,001637 ,0001899
[10:29:52-000019],00011893,000020,,,,,2,,
[10:29:52-014756],00011893,000001,00011894,00086 ,00011893,000006,1,001615 ,0001916
[10:29:52-017014],00011893,000001,,,,,1,,
[10:29:52-168081],00011893,000006,00011894,00088 ,00011893,000021,2,001617 ,0001897
[10:29:52-305670],00011893,000001,00011894,00086 ,00011893,000020,1,001617 ,0001896
[10:29:52-307610],00011893,000001,00011894,00086 ,00011893,000019,1,001617 ,0001895
[10:29:52-363014],00011893,000005,00011894,00086 ,00011893,000014,1,001617 ,0001890
[10:29:52-364960],00011893,000004,00011894,00086 ,00011893,000010,1,001617 ,0001886
[10:29:52-365575],00011893,000005,00011894,00086 ,00011893,000005,1,001617 ,0001881
[10:29:52-367781],00011893,000001,00011894,00086 ,00011893,000004,1,001617 ,0001878
[10:29:52-369180],00011893,000002,00011894,00086 ,00011893,000002,1,001617 ,0001876
[10:29:52-370567],00011893,000001,00011894,00086 ,00011893,000001,1,001617 ,0001875
[10:29:52-371797],00011893,000001,,,,,1,,
[10:29:52-398815],00011893,000001,00011893,00001 ,00011892,000056,2,001626 ,0001870
[10:29:52-410027],00011893,000001,00011893,00002 ,00011892,000064,2,001625 ,0001878
[10:29:53-384121],00011893,000005,00011894,00092 ,00011892,000068,1,001633 ,0001882
[10:29:55-316704],00011893,000001,00011893,00008 ,00011892,000089,2,001641 ,0001891
[10:29:56-868348],00011893,000010,00011893,00007 ,00011892,000082,2,001637 ,0001904
[10:30:01-451694],00011893,000001,00011893,00010 ,00011892,000083,2,001674 ,0001905
[10:30:01-461022],00011893,000001,00011893,00009 ,00011892,000083,2,001673 ,0001905
[10:30:03-574567],00011893,000007,00011893,00010 ,00011892,000083,2,001674 ,0001885
[10:30:09-796805],00011892,000001,00011893,00037 ,00011892,000087,1,001711 ,0001819
[10:30:15-213038],00011893,000010,00011893,00042 ,00011892,000113,2,001724 ,0001855
[10:30:15-214727],00011893,000001,00011893,00041 ,00011892,000113,2,001723 ,0001855
[10:30:17-744324],00011893,000010,00011893,00030 ,00011892,000113,2,001712 ,0001845
[10:30:18-620051],00011893,000005,00011893,00025 ,00011892,000113,2,001707 ,0001845
[10:30:57-552675],00011892,000015,00011893,00026 ,00011892,000085,1,001741 ,0001824
[10:31:15-954199],00011892,000085,00011892,00015 ,00011891,000059,1,001762 ,0001756
[10:31:22-137572],00011891,000001,00011892,00075 ,00011891,000037,1,001844 ,0001736
[10:31:22-139399],00011891,000001,00011892,00075 ,00011891,000036,1,001844 ,0001735
[10:31:26-972170],00011891,000030,00011892,00075 ,00011891,000010,1,001844 ,0001709
[10:31:26-972440],00011891,000009,00011892,00075 ,00011891,000001,1,001844 ,0001700
[10:31:26-973922],00011891,000001,,,,,1,,
[10:31:28-039157],00011891,000037,00011892,00077 ,00011891,000013,2,001844 ,0001700
[10:31:28-040757],00011891,000002,00011892,00077 ,00011891,000011,1,001844 ,0001698
[10:31:28-044543],00011891,000001,00011892,00075 ,00011891,000010,1,001842 ,0001697
